Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19841106,N/A,Georgia,12,0,0,"1,776,120","1,068,722","Reagan, Ronald  ",Incumbent,"706,628","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,770,,"362,094",R,60.17,39.78,.00,.04,60.20,39.80,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Hawaii,4,0,0,"335,846","185,050","Reagan, Ronald  ",Incumbent,"147,154","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"3,642",,"37,896",R,55.10,43.82,.00,1.08,55.70,44.30,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Idaho,4,0,0,"411,144","297,523","Reagan, Ronald  ",Incumbent,"108,510","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"5,111",,"189,013",R,72.36,26.39,.00,1.24,73.28,26.72,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Illinois,24,0,0,"4,819,088","2,707,103","Reagan, Ronald  ",Incumbent,"2,086,499","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"25,486",,"620,604",R,56.17,43.30,.00,.53,56.47,43.53,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Indiana,12,0,0,"2,233,069","1,377,230","Reagan, Ronald  ",Incumbent,"841,481","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"14,358",,"535,749",R,61.67,37.68,.00,.64,62.07,37.93,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Iowa,8,0,0,"1,319,805","703,088","Reagan, Ronald  ",Incumbent,"605,620","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"11,097",,"97,468",R,53.27,45.89,.00,.84,53.72,46.28,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Kansas,7,0,0,"1,021,991","677,296","Reagan, Ronald  ",Incumbent,"333,149","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"11,546",,"344,147",R,66.27,32.60,.00,1.13,67.03,32.97,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Kentucky,9,0,0,"1,369,345","821,702","Reagan, Ronald  ",Incumbent,"539,539","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"8,104",,"282,163",R,60.01,39.40,.00,.59,60.36,39.64,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Louisiana,10,0,0,"1,706,822","1,037,299","Reagan, Ronald  ",Incumbent,"651,586","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"17,937",,"385,713",R,60.77,38.18,.00,1.05,61.42,38.58,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Maine,4,0,0,"553,144","336,500","Reagan, Ronald  ",Incumbent,"214,515","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"2,129",,"121,985",R,60.83,38.78,.00,.38,61.07,38.93,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Maryland,10,0,0,"1,675,873","879,918","Reagan, Ronald  ",Incumbent,"787,935","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"8,020",,"91,983",R,52.51,47.02,.00,.48,52.76,47.24,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Massachusetts,13,0,0,"2,559,453","1,310,936","Reagan, Ronald  ",Incumbent,"1,239,606","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"8,911",,"71,330",R,51.22,48.43,.00,.35,51.40,48.60,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Michigan,20,0,0,"3,801,658","2,251,571","Reagan, Ronald  ",Incumbent,"1,529,638","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"20,449",,"721,933",R,59.23,40.24,.00,.54,59.55,40.45,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Minnesota,0,10,0,"2,084,449","1,032,603","Reagan, Ronald  ",Incumbent,"1,036,364","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"15,482",,"3,761",D,49.54,49.72,.00,.74,49.91,50.09,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Mississippi,7,0,0,"941,104","582,377","Reagan, Ronald  ",Incumbent,"352,192","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"6,535",,"230,185",R,61.88,37.42,.00,.69,62.32,37.68,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Missouri,11,0,0,"2,122,783","1,274,188","Reagan, Ronald  ",Incumbent,"848,583","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,12,,"425,605",R,60.02,39.98,.00,.00,60.02,39.98,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Montana,4,0,0,"384,377","232,450","Reagan, Ronald  ",Incumbent,"146,742","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"5,185",,"85,708",R,60.47,38.18,.00,1.35,61.30,38.70,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Nebraska,5,0,0,"652,090","460,054","Reagan, Ronald  ",Incumbent,"187,866","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"4,170",,"272,188",R,70.55,28.81,.00,.64,71.00,29.00,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Nevada,4,0,0,"286,667","188,770","Reagan, Ronald  ",Incumbent,"91,655","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"6,242",,"97,115",R,65.85,31.97,.00,2.18,67.32,32.68,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,New Hampshire,4,0,0,"389,066","267,051","Reagan, Ronald  ",Incumbent,"120,395","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"1,620",,"146,656",R,68.64,30.94,.00,.42,68.93,31.07,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,New Jersey,16,0,0,"3,217,862","1,933,630","Reagan, Ronald  ",Incumbent,"1,261,323","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"22,909",,"672,307",R,60.09,39.20,.00,.71,60.52,39.48,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,New Mexico,5,0,0,"514,370","307,101","Reagan, Ronald  ",Incumbent,"201,769","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"5,500",,"105,332",R,59.70,39.23,.00,1.07,60.35,39.65,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,New York,36,0,0,"6,806,810","3,664,763","Reagan, Ronald  ",Incumbent,"3,119,609","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"22,438",,"545,154",R,53.84,45.83,.00,.33,54.02,45.98,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,North Carolina,13,0,0,"2,175,361","1,346,481","Reagan, Ronald  ",Incumbent,"824,287","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"4,593",,"522,194",R,61.90,37.89,.00,.21,62.03,37.97,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,North Dakota,3,0,0,"308,971","200,336","Reagan, Ronald  ",Incumbent,"104,429","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"4,206",,"95,907",R,64.84,33.80,.00,1.36,65.73,34.27,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Ohio,23,0,0,"4,547,619","2,678,560","Reagan, Ronald  ",Incumbent,"1,825,440","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"43,619",,"853,120",R,58.90,40.14,.00,.96,59.47,40.53,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Oklahoma,8,0,0,"1,255,676","861,530","Reagan, Ronald  ",Incumbent,"385,080","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"9,066",,"476,450",R,68.61,30.67,.00,.72,69.11,30.89,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Oregon,7,0,0,"1,226,527","685,700","Reagan, Ronald  ",Incumbent,"536,479","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"4,348",,"149,221",R,55.91,43.74,.00,.35,56.10,43.90,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Pennsylvania,25,0,0,"4,844,903","2,584,323","Reagan, Ronald  ",Incumbent,"2,228,131","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"32,449",,"356,192",R,53.34,45.99,.00,.67,53.70,46.30,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Rhode Island,4,0,0,"410,492","212,080","Reagan, Ronald  ",Incumbent,"197,106","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"1,306",,"14,974",R,51.66,48.02,.00,.32,51.83,48.17,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,South Carolina,8,0,0,"968,529","615,539","Reagan, Ronald  ",Incumbent,"344,459","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"8,531",,"271,080",R,63.55,35.57,.00,.88,64.12,35.88,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,South Dakota,3,0,0,"317,867","200,267","Reagan, Ronald  ",Incumbent,"116,113","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"1,487",,"84,154",R,63.00,36.53,.00,.47,63.30,36.70,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Tennessee,11,0,0,"1,711,994","990,212","Reagan, Ronald  ",Incumbent,"711,714","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"10,068",,"278,498",R,57.84,41.57,.00,.59,58.18,41.82,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Texas,29,0,0,"5,397,571","3,433,428","Reagan, Ronald  ",Incumbent,"1,949,276","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"14,867",,"1,484,152",R,63.61,36.11,.00,.28,63.79,36.21,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Utah,5,0,0,"629,656","469,105","Reagan, Ronald  ",Incumbent,"155,369","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"5,182",,"313,736",R,74.50,24.68,.00,.82,75.12,24.88,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Vermont,3,0,0,"234,561","135,865","Reagan, Ronald  ",Incumbent,"95,730","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"2,966",,"40,135",R,57.92,40.81,.00,1.26,58.66,41.34,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Virginia,12,0,0,"2,146,635","1,337,078","Reagan, Ronald  ",Incumbent,"796,250","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"13,307",,"540,828",R,62.29,37.09,.00,.62,62.68,37.32,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Washington,10,0,0,"1,883,910","1,051,670","Reagan, Ronald  ",Incumbent,"807,352","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"24,888",,"244,318",R,55.82,42.86,.00,1.32,56.57,43.43,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,West Virginia,6,0,0,"735,742","405,483","Reagan, Ronald  ",Incumbent,"328,125","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"2,134",,"77,358",R,55.11,44.60,.00,.29,55.27,44.73,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Wisconsin,11,0,0,"2,211,689","1,198,584","Reagan, Ronald  ",Incumbent,"995,740","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"17,365",,"202,844",R,54.19,45.02,.00,.79,54.62,45.38,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19841106,N/A,Wyoming,3,0,0,"188,968","133,241","Reagan, Ronald  ",Incumbent,"53,370","Mondale, Walter F. ",Challenger,N/A,N/A,N/A,N/A,"2,357",,"79,871",R,70.51,28.24,.00,1.25,71.40,28.60,,"In Virginia, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
