Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19921103,N/A,Massachusetts,0,12,0,"2,773,700","805,049","Bush, George H. ",Incumbent,"1,318,662","Clinton, Bill ",Challenger,Reform,"630,731","Perot, Ross  ",Challenger,"19,258",,"513,613",D,29.02,47.54,22.74,.69,37.91,62.09,,,
President,19921103,N/A,Michigan,0,18,0,"4,274,673","1,554,940","Bush, George H. ",Incumbent,"1,871,182","Clinton, Bill ",Challenger,Reform,"824,813","Perot, Ross  ",Challenger,"23,738",,"316,242",D,36.38,43.77,19.30,.56,45.38,54.62,,,
President,19921103,N/A,Minnesota,0,10,0,"2,347,948","747,841","Bush, George H. ",Incumbent,"1,020,997","Clinton, Bill ",Challenger,Reform,"562,506","Perot, Ross  ",Challenger,"16,604",,"273,156",D,31.85,43.48,23.96,.71,42.28,57.72,,,
President,19921103,N/A,Mississippi,7,0,0,"981,793","487,793","Bush, George H. ",Incumbent,"400,258","Clinton, Bill ",Challenger,Reform,"85,626","Perot, Ross  ",Challenger,"8,116",,"87,535",R,49.68,40.77,8.72,.83,54.93,45.07,,,
President,19921103,N/A,Missouri,0,11,0,"2,391,565","811,159","Bush, George H. ",Incumbent,"1,053,873","Clinton, Bill ",Challenger,Reform,"518,741","Perot, Ross  ",Challenger,"7,792",,"242,714",D,33.92,44.07,21.69,.33,43.49,56.51,,,
President,19921103,N/A,Montana,0,3,0,"410,611","144,207","Bush, George H. ",Incumbent,"154,507","Clinton, Bill ",Challenger,Reform,"107,225","Perot, Ross  ",Challenger,"4,672",,"10,300",D,35.12,37.63,26.11,1.14,48.28,51.72,,,
President,19921103,N/A,Nebraska,5,0,0,"737,546","343,678","Bush, George H. ",Incumbent,"216,864","Clinton, Bill ",Challenger,Reform,"174,104","Perot, Ross  ",Challenger,"2,900",,"126,814",R,46.60,29.40,23.61,.39,61.31,38.69,,,
President,19921103,N/A,Nevada,0,4,0,"506,318","175,828","Bush, George H. ",Incumbent,"189,148","Clinton, Bill ",Challenger,Reform,"132,580","Perot, Ross  ",Challenger,"8,762",,"13,320",D,34.73,37.36,26.19,1.73,48.18,51.82,,,
President,19921103,N/A,New Hampshire,0,4,0,"537,943","202,484","Bush, George H. ",Incumbent,"209,040","Clinton, Bill ",Challenger,Reform,"121,337","Perot, Ross  ",Challenger,"5,082",,"6,556",D,37.64,38.86,22.56,.94,49.20,50.80,,,
President,19921103,N/A,New Jersey,0,15,0,"3,343,594","1,356,865","Bush, George H. ",Incumbent,"1,436,206","Clinton, Bill ",Challenger,Reform,"521,829","Perot, Ross  ",Challenger,"28,694",,"79,341",D,40.58,42.95,15.61,.86,48.58,51.42,,,
President,19921103,N/A,New Mexico,0,5,0,"569,986","212,824","Bush, George H. ",Incumbent,"261,617","Clinton, Bill ",Challenger,Reform,"91,895","Perot, Ross  ",Challenger,"3,650",,"48,793",D,37.34,45.90,16.12,.64,44.86,55.14,,,
President,19921103,N/A,New York,0,33,0,"6,926,925","2,346,649","Bush, George H. ",Incumbent,"3,444,450","Clinton, Bill ",Challenger,Reform,"1,090,721","Perot, Ross  ",Challenger,"45,105",,"1,097,801",D,33.88,49.73,15.75,.65,40.52,59.48,,,
President,19921103,N/A,North Carolina,14,0,0,"2,611,850","1,134,661","Bush, George H. ",Incumbent,"1,114,042","Clinton, Bill ",Challenger,Reform,"357,864","Perot, Ross  ",Challenger,"5,283",,"20,619",R,43.44,42.65,13.70,.20,50.46,49.54,,,
President,19921103,N/A,North Dakota,3,0,0,"308,133","136,244","Bush, George H. ",Incumbent,"99,168","Clinton, Bill ",Challenger,Reform,"71,084","Perot, Ross  ",Challenger,"1,637",,"37,076",R,44.22,32.18,23.07,.53,57.87,42.13,,,
President,19921103,N/A,Ohio,0,21,0,"4,939,967","1,894,310","Bush, George H. ",Incumbent,"1,984,942","Clinton, Bill ",Challenger,Reform,"1,036,426","Perot, Ross  ",Challenger,"24,289",,"90,632",D,38.35,40.18,20.98,.49,48.83,51.17,,,
President,19921103,N/A,Oklahoma,8,0,0,"1,390,359","592,929","Bush, George H. ",Incumbent,"473,066","Clinton, Bill ",Challenger,Reform,"319,878","Perot, Ross  ",Challenger,"4,486",,"119,863",R,42.65,34.02,23.01,.32,55.62,44.38,,,
President,19921103,N/A,Oregon,0,7,0,"1,462,643","475,757","Bush, George H. ",Incumbent,"621,314","Clinton, Bill ",Challenger,Reform,"354,091","Perot, Ross  ",Challenger,"11,481",,"145,557",D,32.53,42.48,24.21,.78,43.37,56.63,,,
President,19921103,N/A,Pennsylvania,0,23,0,"4,959,810","1,791,841","Bush, George H. ",Incumbent,"2,239,164","Clinton, Bill ",Challenger,Reform,"902,667","Perot, Ross  ",Challenger,"26,138",,"447,323",D,36.13,45.15,18.20,.53,44.45,55.55,,,
President,19921103,N/A,Rhode Island,0,4,0,"453,477","131,601","Bush, George H. ",Incumbent,"213,299","Clinton, Bill ",Challenger,Reform,"105,045","Perot, Ross  ",Challenger,"3,532",,"81,698",D,29.02,47.04,23.16,.78,38.16,61.84,,,
President,19921103,N/A,South Carolina,8,0,0,"1,202,527","577,507","Bush, George H. ",Incumbent,"479,514","Clinton, Bill ",Challenger,Reform,"138,872","Perot, Ross  ",Challenger,"6,634",,"97,993",R,48.02,39.88,11.55,.55,54.64,45.36,,,
President,19921103,N/A,South Dakota,3,0,0,"336,254","136,718","Bush, George H. ",Incumbent,"124,888","Clinton, Bill ",Challenger,Reform,"73,295","Perot, Ross  ",Challenger,"1,353",,"11,830",R,40.66,37.14,21.80,.40,52.26,47.74,,,
President,19921103,N/A,Tennessee,0,11,0,"1,982,638","841,300","Bush, George H. ",Incumbent,"933,521","Clinton, Bill ",Challenger,Reform,"199,968","Perot, Ross  ",Challenger,"7,849",,"92,221",D,42.43,47.08,10.09,.40,47.40,52.60,,,
President,19921103,N/A,Texas,32,0,0,"6,154,018","2,496,071","Bush, George H. ",Incumbent,"2,281,815","Clinton, Bill ",Challenger,Reform,"1,354,781","Perot, Ross  ",Challenger,"21,351",,"214,256",R,40.56,37.08,22.01,.35,52.24,47.76,,,
President,19921103,N/A,Utah,5,0,0,"743,999","322,632","Bush, George H. ",Incumbent,"183,429","Clinton, Bill ",Challenger,Reform,"203,400","Perot, Ross  ",Challenger,"34,538",,"119,232",R,43.36,24.65,27.34,4.64,63.75,36.25,,,
President,19921103,N/A,Vermont,0,3,0,"289,701","88,122","Bush, George H. ",Incumbent,"133,592","Clinton, Bill ",Challenger,Reform,"65,991","Perot, Ross  ",Challenger,"1,996",,"45,470",D,30.42,46.11,22.78,.69,39.75,60.25,,,
President,19921103,N/A,Virginia,13,0,0,"2,558,665","1,150,517","Bush, George H. ",Incumbent,"1,038,650","Clinton, Bill ",Challenger,Reform,"348,639","Perot, Ross  ",Challenger,"20,859",,"111,867",R,44.97,40.59,13.63,.82,52.56,47.44,,,
President,19921103,N/A,Washington,0,11,0,"2,288,230","731,234","Bush, George H. ",Incumbent,"993,037","Clinton, Bill ",Challenger,Reform,"541,780","Perot, Ross  ",Challenger,"22,179",,"261,803",D,31.96,43.40,23.68,.97,42.41,57.59,,,
President,19921103,N/A,West Virginia,0,5,0,"683,762","241,974","Bush, George H. ",Incumbent,"331,001","Clinton, Bill ",Challenger,Reform,"108,829","Perot, Ross  ",Challenger,"1,958",,"89,027",D,35.39,48.41,15.92,.29,42.23,57.77,,,
President,19921103,N/A,Wisconsin,0,11,0,"2,531,114","930,855","Bush, George H. ",Incumbent,"1,041,066","Clinton, Bill ",Challenger,Reform,"544,479","Perot, Ross  ",Challenger,"14,714",,"110,211",D,36.78,41.13,21.51,.58,47.21,52.79,,,
President,19921103,N/A,Wyoming,3,0,0,"200,598","79,347","Bush, George H. ",Incumbent,"68,160","Clinton, Bill ",Challenger,Reform,"51,263","Perot, Ross  ",Challenger,"1,828",,"11,187",R,39.56,33.98,25.56,.91,53.79,46.21,,,
