Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19881108,N/A,South Carolina,8,0,0,"986,009","606,443","Bush, George H. ",Challenger,"370,554","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"9,012",,"235,889",R,61.50,37.58,.00,.91,62.07,37.93,,,
President,19881108,N/A,South Dakota,3,0,0,"312,991","165,415","Bush, George H. ",Challenger,"145,560","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"2,016",,"19,855",R,52.85,46.51,.00,.64,53.19,46.81,,,
President,19881108,N/A,Tennessee,11,0,0,"1,636,250","947,233","Bush, George H. ",Challenger,"679,794","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"9,223",,"267,439",R,57.89,41.55,.00,.56,58.22,41.78,,,
President,19881108,N/A,Texas,29,0,0,"5,427,410","3,036,829","Bush, George H. ",Challenger,"2,352,748","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"37,833",,"684,081",R,55.95,43.35,.00,.70,56.35,43.65,,,
President,19881108,N/A,Utah,5,0,0,"647,008","428,442","Bush, George H. ",Challenger,"207,343","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"11,223",,"221,099",R,66.22,32.05,.00,1.73,67.39,32.61,,,
President,19881108,N/A,Vermont,3,0,0,"243,328","124,331","Bush, George H. ",Challenger,"115,776","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"3,221",,"8,555",R,51.10,47.58,.00,1.32,51.78,48.22,,,
President,19881108,N/A,Virginia,12,0,0,"2,191,609","1,309,162","Bush, George H. ",Challenger,"859,799","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"22,648",,"449,363",R,59.74,39.23,.00,1.03,60.36,39.64,,,
President,19881108,N/A,Washington,0,10,0,"1,865,253","903,835","Bush, George H. ",Challenger,"933,516","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"27,902",,"29,681",D,48.46,50.05,.00,1.50,49.19,50.81,,,
President,19881108,N/A,West Virginia,0,5,1,"653,311","310,065","Bush, George H. ",Challenger,"341,016","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"2,230",,"30,951",D,47.46,52.20,.00,.34,47.62,52.38,,,
President,19881108,N/A,Wisconsin,0,11,0,"2,191,608","1,047,499","Bush, George H. ",Challenger,"1,126,794","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"17,315",,"79,295",D,47.80,51.41,.00,.79,48.18,51.82,,,
President,19881108,N/A,Wyoming,3,0,0,"176,551","106,867","Bush, George H. ",Challenger,"67,113","Dukakis, Michael S. ",Challenger,N/A,N/A,N/A,N/A,"2,571",,"39,754",R,60.53,38.01,.00,1.46,61.42,38.58,,,
